throughput_mbps,congestion_ratio,packet_loss_percent,latency_ms,jitter_ms,line_down
67.04,0.6704,0.72,20.4,3.44,0
62.96,0.6296,4.43,28.21,4.37,0
39.55,0.3955,5.14,22.72,3.46,0
56.05,0.5605,8.02,13.28,1.36,0
67.78,0.6778,3.55,7.92,2.67,0
42.37,0.4237,5.42,8.74,2.86,0
54.58,0.5458,4.62,4.86,2.07,0
53.58,0.5358,8.62,20.6,2.84,0
50.08,0.5008,5.31,29.25,4.67,0
30.24,0.3024,8.55,31.22,3.5,0
23.76,0.2376,8.83,36.07,5.32,0
19.69,0.1969,0.79,28.2,4.72,0
85.78,0.8578,7.83,13.49,2.39,0
43.27,0.4327,2.61,18.72,3.39,0
55.69,0.5569,8.15,31.66,4.16,0
33.81,0.3381,7.52,12.9,2.91,0
45.84,0.4584,4.9,3.22,1.24,0
65.19,0.6519,11.99,22.24,3.42,0
29.2,0.292,9.18,24.87,2.59,0
68.75,0.6875,5.97,22.03,3.94,0
34.51,0.3451,7.09,34.58,4.37,0
53.75,0.5375,6.66,37.77,5.74,0
27.59,0.2759,8.19,24.92,4.18,0
17.77,0.1777,3.53,14.19,3.13,0
73.99,0.7399,6.67,10.96,2.38,0
36.06,0.3606,0.62,21.29,3.16,0
57.44,0.5744,6.7,27.57,2.92,0
21.11,0.2111,5.0,31.67,5.09,0
80.04,0.8004,3.2,14.02,1.97,0
27.77,0.2777,7.95,35.45,5.17,0
34.47,0.3447,10.75,17.18,3.37,0
58.57,0.5857,2.24,4.46,2.41,0
54.56,0.5456,14.04,40.87,5.5,1
69.03,0.6903,3.16,29.45,4.78,0
86.02,0.8602,2.91,27.86,3.17,0
53.76,0.5376,7.35,11.15,2.72,0
26.87,0.2687,6.03,22.01,2.53,0
96.73,0.9673,2.58,4.22,0.92,0
28.99,0.2899,7.38,27.58,3.6,0
52.65,0.5265,3.11,16.7,2.29,0
35.25,0.3525,4.07,20.5,2.94,0
51.78,0.5178,0.16,9.56,2.75,0
18.82,0.1882,5.47,34.48,4.32,0
34.07,0.3407,3.8,17.55,3.65,0
63.35,0.6335,11.91,37.26,4.11,1
37.92,0.3792,9.61,45.49,6.06,0
46.52,0.4652,7.04,12.81,1.56,0
58.72,0.5872,2.69,16.34,2.58,0
66.79,0.6679,6.75,30.63,4.96,0
36.84,0.3684,6.94,14.46,2.01,0
75.97,0.7597,3.59,18.71,2.99,0
60.37,0.6037,5.09,17.54,3.31,0
21.35,0.2135,4.15,35.0,4.65,0
43.11,0.4311,9.66,25.17,2.9,0
26.19,0.2619,9.19,12.3,2.9,0
55.87,0.5587,9.14,33.12,5.08,0
69.87,0.6987,9.26,24.56,3.0,0
31.72,0.3172,14.71,54.03,6.63,1
45.2,0.452,5.35,24.83,4.02,0
36.1,0.361,5.96,15.93,1.79,0
27.62,0.2762,4.0,19.79,2.11,0
30.75,0.3075,3.38,6.17,1.55,0
37.29,0.3729,7.43,40.73,4.22,0
50.45,0.5045,3.1,12.0,1.53,0
36.63,0.3663,5.83,29.07,3.05,0
20.52,0.2052,7.78,39.2,5.81,0
29.57,0.2957,0.87,17.59,2.29,0
13.78,0.1378,11.94,26.55,3.32,1
36.72,0.3672,11.04,46.5,6.61,0
17.63,0.1763,1.3,5.56,1.6,0
24.43,0.2443,4.17,22.16,3.11,0
19.14,0.1914,7.45,24.14,3.65,0
59.26,0.5926,8.94,29.79,3.14,0
56.92,0.5692,5.23,13.3,3.0,0
45.09,0.4509,5.62,20.39,2.43,0
20.04,0.2004,2.73,8.9,1.48,0
41.42,0.4142,8.72,31.15,3.2,0
44.13,0.4413,6.19,16.27,3.41,0
35.09,0.3509,16.65,37.36,3.97,1
44.91,0.4491,9.1,20.15,3.43,0
27.83,0.2783,6.64,18.72,2.71,0
81.6,0.816,3.78,14.3,2.35,0
39.96,0.3996,6.67,21.91,3.32,0
54.24,0.5424,4.48,31.21,5.05,0
24.38,0.2438,3.79,12.44,1.25,0
23.66,0.2366,1.31,21.66,4.08,0
70.24,0.7024,8.42,22.46,3.64,0
71.74,0.7174,3.58,12.15,1.9,0
18.73,0.1873,6.0,20.29,2.89,0
59.9,0.599,7.49,14.24,2.83,0
74.2,0.742,3.48,34.6,4.75,0
36.57,0.3657,4.36,31.77,4.01,0
19.33,0.1933,6.23,30.38,4.41,0
40.71,0.4071,8.62,27.78,4.65,0
19.56,0.1956,7.03,20.99,3.46,0
83.48,0.8348,5.89,17.3,2.15,0
46.41,0.4641,6.68,22.5,2.9,0
56.22,0.5622,6.98,32.42,4.72,0
48.62,0.4862,7.44,36.08,4.31,0
41.14,0.4114,10.14,19.45,2.52,0
32.4,0.324,12.61,31.65,4.64,0
30.21,0.3021,5.78,34.09,4.49,0
40.11,0.4011,7.14,23.44,3.12,0
77.47,0.7747,3.21,6.79,1.17,0
80.52,0.8052,3.27,10.16,1.97,0
58.29,0.5829,9.01,21.84,2.34,0
24.14,0.2414,4.76,21.01,3.94,0
71.96,0.7196,2.76,9.19,2.12,0
19.17,0.1917,8.78,25.48,2.79,0
18.47,0.1847,3.05,3.47,1.99,0
50.63,0.5063,7.18,27.64,3.71,0
60.49,0.6049,8.16,27.2,4.14,0
85.51,0.8551,3.82,24.17,3.44,0
50.41,0.5041,7.2,24.42,2.6,0
23.89,0.2389,6.75,13.54,1.85,0
65.2,0.652,5.6,25.77,3.69,0
16.66,0.1666,8.63,18.49,2.48,0
50.86,0.5086,10.17,36.82,3.9,0
54.78,0.5478,9.17,12.51,1.49,0
39.69,0.3969,9.01,17.22,2.41,0
29.81,0.2981,2.54,20.67,2.69,0
36.89,0.3689,6.31,12.28,2.83,0
57.0,0.57,9.28,31.23,4.57,0
50.16,0.5016,9.08,18.44,3.72,0
34.79,0.3479,6.23,11.6,2.53,0
39.93,0.3993,4.65,19.99,2.89,0
36.01,0.3601,4.21,10.61,1.99,0
59.96,0.5996,6.43,9.27,1.61,0
66.06,0.6606,7.42,22.09,2.24,0
47.77,0.4777,2.61,11.03,2.95,0
80.15,0.8015,0.17,13.73,1.45,0
64.38,0.6438,3.07,32.82,3.64,0
57.25,0.5725,7.13,9.8,1.59,0
85.48,0.8548,2.69,12.2,1.48,0
38.83,0.3883,14.03,36.59,5.38,1
51.5,0.515,8.73,28.37,2.97,0
71.38,0.7138,8.66,27.67,3.92,0
72.03,0.7203,5.85,33.29,5.15,0
58.34,0.5834,1.35,8.77,0.96,0
38.43,0.3843,8.37,21.13,2.46,0
17.07,0.1707,11.85,27.62,3.05,0
14.44,0.1444,10.51,30.12,3.13,0
41.72,0.4172,3.62,23.09,3.12,0
82.18,0.8218,5.7,7.85,2.25,0
36.99,0.3699,6.42,45.2,6.4,0
50.96,0.5096,9.48,36.2,3.82,0
40.06,0.4006,2.81,11.99,3.07,0
15.12,0.1512,6.74,36.76,4.09,0
64.04,0.6404,5.23,23.59,2.67,0
73.39,0.7339,6.64,13.67,2.01,0
46.92,0.4692,9.01,30.2,4.57,0
68.55,0.6855,4.74,25.41,3.75,0
61.21,0.6121,7.27,39.48,4.73,0
84.47,0.8447,4.07,6.47,1.07,0
31.88,0.3188,4.04,30.14,3.69,0
54.41,0.5441,8.02,11.93,1.89,0
40.91,0.4091,6.78,12.02,2.88,0
26.48,0.2648,3.5,35.53,5.39,0
44.28,0.4428,1.99,25.3,3.39,0
35.12,0.3512,7.04,20.56,3.12,0
60.12,0.6012,9.27,32.11,4.64,0
38.7,0.387,6.18,25.93,3.64,0
63.25,0.6325,7.93,21.51,2.51,0
24.48,0.2448,11.92,34.93,3.98,0
63.41,0.6341,9.1,24.83,3.11,0
20.27,0.2027,4.33,12.15,2.83,0
17.98,0.1798,6.49,33.97,4.01,0
77.67,0.7767,0.94,31.99,4.34,0
59.93,0.5993,5.15,7.36,1.79,0
63.24,0.6324,6.58,36.24,3.69,0
32.16,0.3216,1.73,6.73,1.68,0
30.14,0.3014,3.4,15.8,2.59,0
72.95,0.7295,3.36,25.63,3.64,0
31.22,0.3122,1.58,4.56,1.34,0
70.71,0.7071,2.15,13.09,2.07,0
57.91,0.5791,6.97,33.11,4.24,0
70.03,0.7003,3.97,24.52,2.64,0
63.61,0.6361,7.52,23.85,2.6,0
74.53,0.7453,2.08,8.78,1.72,0
25.01,0.2501,6.64,34.79,4.16,0
65.64,0.6564,5.44,23.74,3.95,0
52.82,0.5282,5.7,17.09,2.28,0
60.17,0.6017,7.82,16.83,2.84,0
17.17,0.1717,8.72,14.13,1.46,0
30.34,0.3034,5.15,25.2,3.24,0
72.96,0.7296,5.44,15.09,2.1,0
67.98,0.6798,3.69,12.07,2.39,0
21.38,0.2138,9.16,28.2,2.95,0
25.21,0.2521,14.67,34.48,4.43,1
48.7,0.487,8.68,43.08,5.31,0
35.94,0.3594,4.26,11.5,1.39,0
62.76,0.6276,8.07,25.97,3.0,0
79.79,0.7979,5.41,28.34,4.56,0
64.46,0.6446,6.13,13.0,2.41,0
49.9,0.499,5.34,40.96,5.39,0
76.05,0.7605,3.39,30.29,4.68,0
15.75,0.1575,6.57,24.09,2.97,0
58.95,0.5895,10.26,51.3,5.73,0
39.88,0.3988,5.47,19.97,3.9,0
41.93,0.4193,6.02,40.74,5.03,0
27.47,0.2747,6.92,16.84,2.29,0
63.63,0.6363,5.52,20.94,3.84,0
55.38,0.5538,6.13,25.68,3.9,0
41.11,0.4111,9.08,20.64,3.4,0
64.21,0.6421,4.72,9.53,2.79,0
77.86,0.7786,5.54,14.68,3.22,0
27.83,0.2783,9.12,11.8,2.89,0
81.56,0.8156,6.17,18.06,1.87,0
37.09,0.3709,3.24,22.61,2.45,0
77.3,0.773,6.69,13.1,2.92,0
54.01,0.5401,5.68,25.7,3.55,0
55.39,0.5539,11.04,17.44,1.85,0
77.5,0.775,5.66,17.4,2.09,0
57.68,0.5768,5.28,12.08,1.47,0
30.93,0.3093,6.03,36.6,4.97,0
56.74,0.5674,4.26,3.6,2.3,0
19.22,0.1922,2.95,19.12,2.39,0
65.62,0.6562,1.16,2.11,0.98,0
35.37,0.3537,7.43,38.45,4.13,0
21.0,0.21,8.76,15.28,2.08,0
44.21,0.4421,11.3,18.97,3.68,0
62.12,0.6212,11.58,34.91,5.09,0
22.27,0.2227,3.52,17.25,3.15,0
60.01,0.6001,9.76,19.91,2.11,0
62.94,0.6294,1.3,26.66,3.68,0
87.47,0.8747,2.27,21.38,3.14,0
88.67,0.8867,1.25,5.63,2.13,0
34.68,0.3468,4.41,35.44,4.01,0
47.6,0.476,2.32,12.84,2.72,0
71.99,0.7199,3.51,13.33,1.48,0
27.11,0.2711,7.05,14.42,2.96,0
64.35,0.6435,4.44,15.06,2.75,0
31.19,0.3119,6.48,38.56,5.48,0
72.25,0.7225,3.58,26.94,2.97,0
40.81,0.4081,4.25,13.67,1.97,0
66.67,0.6667,4.84,13.73,2.15,0
23.19,0.2319,5.39,20.25,2.95,0
40.42,0.4042,3.27,36.64,3.9,0
88.55,0.8855,1.29,29.98,4.72,0
64.52,0.6452,9.2,28.57,3.9,0
76.65,0.7665,6.27,30.11,4.83,0
43.85,0.4385,7.22,42.42,4.83,0
60.68,0.6068,9.95,28.34,4.05,0
63.81,0.6381,0.41,1.44,0.68,0
71.32,0.7132,4.73,30.85,3.44,0
70.23,0.7023,5.69,24.58,3.74,0
72.87,0.7287,7.54,8.06,1.12,0
29.2,0.292,3.19,31.68,3.52,0
36.41,0.3641,3.59,8.83,1.17,0
45.96,0.4596,6.45,41.64,4.34,0
24.91,0.2491,7.53,16.43,2.92,0
55.56,0.5556,2.11,10.37,3.0,0
76.63,0.7663,6.53,9.82,2.31,0
50.92,0.5092,8.4,23.4,2.7,0
64.71,0.6471,1.06,16.3,3.57,0
21.99,0.2199,7.57,26.95,3.29,0
24.58,0.2458,12.17,50.62,5.14,0
78.42,0.7842,6.28,27.85,4.23,0
21.98,0.2198,8.59,38.8,4.03,0
64.83,0.6483,10.64,43.93,5.99,0
56.09,0.5609,5.98,34.59,4.8,0
22.68,0.2268,6.66,8.2,2.09,0
87.53,0.8753,4.92,29.4,3.26,0
38.93,0.3893,8.56,29.3,3.85,0
48.26,0.4826,7.27,20.56,3.5,0
25.8,0.258,5.5,39.21,4.51,0
45.75,0.4575,6.91,41.46,4.96,0
69.86,0.6986,5.7,28.21,3.79,0
41.19,0.4119,0.67,18.56,1.9,0
58.78,0.5878,3.19,10.92,1.82,0
23.77,0.2377,2.38,25.18,3.38,0
54.82,0.5482,5.27,27.92,4.34,0
30.0,0.3,9.28,36.67,5.19,0
70.99,0.7099,8.2,37.84,4.88,0
25.06,0.2506,6.99,32.01,4.08,0
43.39,0.4339,3.77,19.89,2.87,0
77.93,0.7793,4.65,37.46,5.71,0
24.31,0.2431,8.23,28.43,3.24,0
37.18,0.3718,9.56,27.41,3.1,0
26.69,0.2669,6.59,40.33,4.33,0
72.22,0.7222,5.69,26.01,3.11,0
21.07,0.2107,10.23,23.78,2.82,0
22.32,0.2232,8.98,29.53,4.85,0
59.45,0.5945,3.27,2.26,0.95,0
17.1,0.171,8.69,19.72,2.77,0
65.83,0.6583,8.19,27.22,4.43,0
34.85,0.3485,7.2,14.88,3.34,0
25.52,0.2552,0.91,31.52,4.87,0
72.22,0.7222,5.41,1.21,1.29,0
75.69,0.7569,6.23,40.8,4.09,0
34.09,0.3409,4.2,24.27,3.02,0
70.55,0.7055,1.45,29.99,3.59,0
20.74,0.2074,11.15,25.68,3.5,0
61.04,0.6104,8.47,17.16,2.12,0
22.16,0.2216,8.31,40.51,4.31,0
25.37,0.2537,4.72,31.74,5.09,0
33.88,0.3388,6.42,33.64,3.79,0
43.58,0.4358,7.21,33.66,5.2,0
21.2,0.212,6.94,26.78,2.78,0
75.47,0.7547,6.79,12.66,2.58,0
66.63,0.6663,5.69,13.34,3.09,0
62.66,0.6266,9.12,49.58,6.04,0
51.63,0.5163,5.83,21.27,2.66,0
89.04,0.8904,6.56,26.9,3.14,0
35.01,0.3501,12.23,38.22,5.28,0
55.86,0.5586,10.52,35.23,4.72,0
62.87,0.6287,5.28,28.41,4.31,0
58.81,0.5881,3.82,2.23,2.03,0
59.76,0.5976,6.42,7.36,1.01,0
94.48,0.9448,3.48,6.71,2.5,0
53.15,0.5315,9.49,23.78,2.76,0
34.53,0.3453,3.45,22.63,3.99,0
22.69,0.2269,2.73,29.78,4.93,0
76.26,0.7626,2.6,9.78,2.05,0
35.45,0.3545,8.3,37.66,4.08,0
26.94,0.2694,7.73,40.94,5.02,0
55.05,0.5505,4.38,13.27,2.57,0
57.15,0.5715,10.34,34.22,3.44,0
28.9,0.289,6.16,34.18,4.27,0
60.47,0.6047,8.77,21.48,2.69,0
75.74,0.7574,3.37,34.06,4.33,0
73.71,0.7371,2.19,19.81,3.19,0
67.76,0.6776,11.31,22.08,3.59,0
79.9,0.799,4.67,11.1,2.29,0
82.03,0.8203,3.35,34.71,3.99,0
76.2,0.762,6.6,24.07,3.85,0
47.92,0.4792,1.49,24.61,3.82,0
66.63,0.6663,7.49,20.62,2.82,0
78.41,0.7841,5.79,19.35,2.59,0
29.78,0.2978,4.83,27.49,4.42,0
53.08,0.5308,4.95,15.29,2.45,0
67.47,0.6747,6.44,34.41,5.0,0
58.54,0.5854,6.89,21.24,2.14,0
64.38,0.6438,5.02,24.37,2.77,0
52.51,0.5251,8.15,30.94,3.95,0
82.88,0.8288,4.16,12.94,1.35,0
14.79,0.1479,12.08,32.07,4.72,1
77.26,0.7726,3.48,13.6,3.33,0
56.43,0.5643,1.81,10.28,2.36,0
71.99,0.7199,10.04,22.44,2.97,0
18.64,0.1864,5.99,25.98,3.84,0
52.14,0.5214,6.49,21.91,2.39,0
47.23,0.4723,7.8,32.82,4.53,0
64.89,0.6489,0.68,6.72,1.8,0
23.36,0.2336,10.47,38.7,3.93,0
86.94,0.8694,0.57,25.24,3.38,0
54.4,0.544,8.68,13.29,1.36,0
62.59,0.6259,6.96,23.8,3.6,0
53.88,0.5388,8.65,14.79,3.22,0
34.04,0.3404,8.44,16.17,3.37,0
74.51,0.7451,4.47,5.84,1.41,0
21.21,0.2121,7.26,35.37,4.47,0
22.71,0.2271,13.73,56.76,7.65,1
64.3,0.643,0.42,16.37,3.59,0
65.59,0.6559,10.29,26.45,3.99,0
31.5,0.315,7.01,34.36,4.32,0
39.03,0.3903,6.36,18.32,3.57,0
25.73,0.2573,5.92,18.19,3.21,0
74.06,0.7406,6.73,27.09,3.09,0
77.75,0.7775,4.63,7.34,1.19,0
79.25,0.7925,6.17,34.73,4.67,0
40.09,0.4009,10.12,33.07,4.86,0
34.01,0.3401,6.02,21.23,4.11,0
61.57,0.6157,7.59,31.23,3.46,0
73.08,0.7308,5.49,30.32,4.5,0
19.14,0.1914,6.38,24.37,3.11,0
27.09,0.2709,4.7,28.68,2.88,0
41.12,0.4112,8.59,13.62,1.6,0
41.6,0.416,4.49,7.67,0.82,0
45.28,0.4528,7.47,15.12,2.42,0
59.62,0.5962,4.56,11.24,1.84,0
62.23,0.6223,9.12,16.01,1.96,0
65.48,0.6548,0.64,5.99,1.62,0
68.31,0.6831,6.12,11.42,2.96,0
62.96,0.6296,4.71,30.09,4.4,0
76.97,0.7697,5.44,23.14,2.83,0
68.07,0.6807,6.91,16.7,2.19,0
36.63,0.3663,11.98,37.44,4.19,0
50.63,0.5063,8.95,42.44,4.55,0
16.35,0.1635,5.98,37.77,3.85,0
54.26,0.5426,7.5,31.95,4.35,0
66.87,0.6687,4.42,19.38,2.39,0
50.56,0.5056,2.77,33.3,4.77,0
63.85,0.6385,2.68,27.51,3.89,0
38.21,0.3821,4.35,36.96,5.68,0
81.45,0.8145,4.98,20.98,2.94,0
72.06,0.7206,8.74,35.96,5.5,0
54.77,0.5477,3.17,21.4,4.09,0
40.61,0.4061,4.89,38.07,3.81,0
43.06,0.4306,11.13,39.33,5.65,0
27.8,0.278,8.14,15.05,3.19,0
51.59,0.5159,6.81,17.23,2.94,0
76.59,0.7659,6.5,25.32,2.73,0
65.16,0.6516,1.67,7.95,0.98,0
41.74,0.4174,7.12,33.24,3.63,0
38.66,0.3866,7.29,25.11,3.26,0
71.28,0.7128,3.02,11.02,1.82,0
44.98,0.4498,6.08,14.41,2.32,0
46.74,0.4674,4.18,12.36,1.29,0
64.73,0.6473,8.31,27.19,4.7,0
24.6,0.246,5.01,28.8,4.68,0
34.3,0.343,8.63,33.08,3.47,0
53.15,0.5315,14.01,52.55,6.96,1
88.0,0.88,5.34,31.87,4.22,0
79.46,0.7946,6.58,35.44,4.03,0
35.33,0.3533,1.48,10.34,1.16,0
46.43,0.4643,5.87,24.47,2.98,0
60.11,0.6011,1.36,20.13,2.36,0
38.61,0.3861,10.4,33.87,5.08,0
67.45,0.6745,8.0,27.03,3.31,0
29.03,0.2903,5.88,36.46,4.46,0
74.79,0.7479,9.19,15.06,3.01,0
17.97,0.1797,7.01,26.28,4.12,0
67.17,0.6717,6.56,23.37,3.08,0
20.22,0.2022,10.07,19.83,2.65,0
18.32,0.1832,8.82,28.28,4.19,0
62.81,0.6281,4.6,18.08,2.02,0
57.48,0.5748,8.91,18.77,3.87,0
27.51,0.2751,11.2,22.17,2.52,0
13.83,0.1383,10.93,27.58,3.68,0
18.46,0.1846,7.05,19.5,3.88,0
18.45,0.1845,9.26,25.12,3.25,0
18.17,0.1817,6.1,19.23,3.92,0
63.23,0.6323,9.67,45.07,5.58,0
48.36,0.4836,5.0,16.98,3.55,0
22.7,0.227,6.12,36.16,4.59,0
78.51,0.7851,1.46,20.71,3.72,0
36.31,0.3631,4.99,11.64,2.28,0
51.54,0.5154,8.72,27.81,4.7,0
53.63,0.5363,5.07,20.62,2.08,0
47.11,0.4711,5.5,27.68,3.75,0
52.19,0.5219,1.54,19.63,3.86,0
42.36,0.4236,6.46,15.12,1.55,0
93.3,0.933,4.64,28.13,3.5,0
20.68,0.2068,5.59,24.14,3.47,0
23.22,0.2322,4.12,34.71,5.19,0
80.2,0.802,3.99,4.26,0.8,0
54.07,0.5407,0.87,22.41,3.39,0
42.77,0.4277,4.57,12.13,3.13,0
36.58,0.3658,1.96,24.02,3.83,0
57.98,0.5798,7.76,16.21,2.16,0
34.92,0.3492,4.98,25.19,3.43,0
64.7,0.647,8.9,37.88,5.66,0
42.06,0.4206,10.62,43.55,4.49,0
56.92,0.5692,7.72,40.86,4.81,0
60.26,0.6026,5.24,1.62,0.57,0
34.68,0.3468,5.94,26.68,4.4,0
63.38,0.6338,4.69,26.97,3.66,0
36.95,0.3695,5.23,21.84,2.91,0
50.39,0.5039,9.15,37.31,4.01,0
54.34,0.5434,7.25,32.73,3.42,0
51.92,0.5192,7.24,38.24,4.94,0
84.6,0.846,2.63,12.19,2.77,0
57.84,0.5784,4.39,29.9,4.35,0
45.59,0.4559,5.62,16.89,1.85,0
38.29,0.3829,7.3,25.25,2.77,0
64.72,0.6472,3.09,30.03,4.48,0
46.66,0.4666,10.42,37.6,5.54,0
69.4,0.694,3.9,18.7,2.71,0
54.78,0.5478,3.75,30.43,4.45,0
13.31,0.1331,6.8,34.91,4.7,0
37.76,0.3776,5.68,32.61,3.43,0
49.51,0.4951,5.08,19.56,2.55,0
36.28,0.3628,3.79,20.92,2.21,0
80.8,0.808,6.53,9.32,2.01,0
33.66,0.3366,4.37,25.47,2.99,0
32.98,0.3298,9.46,39.57,5.18,0
77.95,0.7795,0.27,9.84,2.54,0
33.09,0.3309,8.35,28.57,4.13,0
23.17,0.2317,5.24,25.76,3.58,0
52.34,0.5234,4.3,19.46,1.97,0
49.43,0.4943,7.27,18.55,2.56,0
65.49,0.6549,7.11,12.1,1.82,0
70.04,0.7004,5.9,31.99,4.88,0
32.16,0.3216,5.97,7.88,1.01,0
53.83,0.5383,12.86,35.39,5.15,0
44.9,0.449,4.77,32.27,3.27,0
51.37,0.5137,11.95,31.92,3.66,0
19.59,0.1959,7.18,14.41,2.18,0
66.86,0.6686,2.29,9.73,1.35,0
81.24,0.8124,4.51,7.28,1.74,0
56.87,0.5687,4.61,25.99,3.2,0
35.62,0.3562,5.78,24.69,3.44,0
31.4,0.314,1.73,25.15,2.95,0
32.51,0.3251,6.86,37.59,5.16,0
33.2,0.332,5.17,18.39,2.22,0
74.62,0.7462,5.2,19.64,2.69,0
64.69,0.6469,8.01,19.11,2.2,0
63.35,0.6335,6.11,31.25,4.87,0
14.55,0.1455,9.66,45.84,5.25,0
57.29,0.5729,5.19,18.42,2.4,0
42.83,0.4283,4.73,40.44,5.13,0
24.31,0.2431,5.85,33.89,4.03,0
80.68,0.8068,1.5,25.07,4.39,0
25.36,0.2536,4.23,13.19,2.59,0
49.7,0.497,9.53,39.59,5.9,0
40.69,0.4069,10.65,28.61,3.11,0
20.46,0.2046,3.54,20.75,3.0,0
52.1,0.521,5.95,14.69,2.26,0
39.11,0.3911,7.2,33.37,5.05,0
63.14,0.6314,9.47,31.82,4.06,0
58.17,0.5817,10.63,39.42,4.38,0
21.69,0.2169,4.93,27.66,2.91,0
22.01,0.2201,5.36,8.33,2.52,0
41.81,0.4181,8.6,26.34,3.71,0
29.39,0.2939,4.28,16.08,1.79,0
33.17,0.3317,16.07,33.94,4.98,1
50.13,0.5013,5.01,8.81,2.43,0
40.2,0.402,10.13,37.15,5.68,0
73.25,0.7325,6.97,35.97,4.19,0
30.5,0.305,5.69,25.78,2.73,0
50.78,0.5078,9.09,47.64,5.66,0
31.93,0.3193,6.83,21.03,2.59,0
19.83,0.1983,8.16,26.82,4.16,0
14.37,0.1437,7.3,34.54,3.48,0
68.15,0.6815,13.49,39.18,5.07,0
57.01,0.5701,11.43,31.62,3.68,0
67.05,0.6705,2.38,23.78,4.18,0
18.36,0.1836,0.17,5.38,1.4,0
58.01,0.5801,1.08,3.08,0.93,0
53.8,0.538,10.47,44.47,5.24,0
34.78,0.3478,2.09,23.7,3.95,0
33.18,0.3318,3.54,2.66,0.56,0
48.39,0.4839,7.07,30.27,3.91,0
29.82,0.2982,5.81,13.51,2.08,0
68.47,0.6847,2.08,23.31,2.51,0
75.46,0.7546,5.62,14.98,2.8,0
73.21,0.7321,11.06,40.63,4.73,0
24.98,0.2498,6.22,20.27,3.18,0
29.63,0.2963,8.7,37.07,3.95,0
35.79,0.3579,7.67,35.58,3.75,0
67.79,0.6779,5.08,28.86,4.07,0
56.04,0.5604,11.4,20.23,2.29,0
66.89,0.6689,5.15,16.87,2.44,0
39.05,0.3905,9.91,19.64,2.17,0
49.99,0.4999,4.77,17.68,2.91,0
48.29,0.4829,11.51,29.77,4.46,0
41.66,0.4166,7.85,31.81,4.75,0
69.91,0.6991,5.26,12.58,3.14,0
64.29,0.6429,6.25,13.16,2.07,0
21.37,0.2137,8.86,28.25,2.89,0
14.36,0.1436,6.88,22.62,2.37,0
47.8,0.478,2.52,33.89,5.33,0
84.33,0.8433,1.64,2.51,1.89,0
38.52,0.3852,1.87,17.79,2.32,0
24.47,0.2447,2.91,18.27,2.41,0
29.09,0.2909,7.65,21.22,3.66,0
70.73,0.7073,6.36,36.96,5.09,0
64.55,0.6455,9.28,37.87,5.46,0
49.87,0.4987,10.62,28.13,4.11,0
35.19,0.3519,5.93,13.58,2.69,0
66.28,0.6628,4.64,22.33,3.21,0
50.27,0.5027,6.35,22.96,3.7,0
83.57,0.8357,1.75,4.68,2.1,0
35.51,0.3551,0.92,16.18,2.09,0
46.48,0.4648,5.83,32.52,5.18,0
19.44,0.1944,4.4,29.4,3.16,0
28.46,0.2846,7.78,31.68,5.01,0
41.49,0.4149,16.72,45.98,5.39,1
47.96,0.4796,5.94,36.94,5.2,0
27.72,0.2772,5.18,25.24,4.02,0
48.4,0.484,2.65,21.33,2.9,0
38.02,0.3802,0.55,16.39,2.06,0
66.49,0.6649,3.81,33.58,3.86,0
20.67,0.2067,6.65,32.22,5.01,0
22.78,0.2278,2.17,15.97,2.96,0
45.7,0.457,4.48,9.84,2.48,0
38.49,0.3849,10.92,39.06,5.32,0
69.53,0.6953,7.8,39.36,4.13,0
59.21,0.5921,5.5,1.04,1.25,0
56.2,0.562,3.42,34.91,3.96,0
52.42,0.5242,7.07,36.59,5.45,0
75.72,0.7572,2.67,21.08,3.25,0
28.02,0.2802,9.01,26.95,3.05,0
82.81,0.8281,4.66,30.23,4.64,0
61.52,0.6152,5.51,15.77,2.22,0
17.42,0.1742,8.4,36.0,3.87,0
63.77,0.6377,7.01,23.24,2.68,0
19.54,0.1954,9.11,38.67,5.71,0
71.72,0.7172,3.31,2.16,1.47,0
76.13,0.7613,3.58,5.2,0.82,0
57.45,0.5745,2.78,14.56,2.57,0
67.02,0.6702,6.38,8.47,1.59,0
42.03,0.4203,7.17,18.33,3.73,0
29.16,0.2916,2.91,20.07,2.93,0
29.77,0.2977,8.65,20.31,2.31,0
20.31,0.2031,5.98,8.48,1.8,0
76.58,0.7658,10.42,36.09,4.77,0
74.88,0.7488,7.69,40.99,4.6,0
29.91,0.2991,5.14,35.41,5.19,0
42.29,0.4229,11.36,39.54,5.3,0
32.99,0.3299,5.17,22.1,2.9,0
32.93,0.3293,5.45,25.31,3.93,0
52.39,0.5239,2.43,14.21,2.38,0
57.4,0.574,3.59,15.76,2.87,0
31.86,0.3186,7.59,36.23,4.18,0
37.68,0.3768,7.45,15.12,1.59,0
55.75,0.5575,5.44,28.19,4.72,0
75.37,0.7537,2.82,18.32,1.84,0
31.9,0.319,4.43,36.73,5.46,0
53.23,0.5323,3.49,1.24,0.4,0
29.82,0.2982,5.93,10.91,1.45,0
55.88,0.5588,8.33,44.21,4.5,0
54.32,0.5432,7.2,41.49,5.82,0
29.22,0.2922,5.47,30.35,3.39,0
28.15,0.2815,9.65,13.36,2.36,0
32.2,0.322,5.05,12.9,1.74,0
17.08,0.1708,2.89,19.05,2.37,0
67.87,0.6787,5.52,35.49,4.61,0
